total,filter,remove,rank,organization,country,country_iso,ratio,asn,region
22,0,0,57388,SMSC,United States,US,0,397652,ARIN
22,0,0,57388,McHenry County College District 528,United States,US,0,395068,ARIN
22,0,0,57388,SaskPower,Canada,CA,0,30580,ARIN
22,0,0,57388,Welded Tube of Canada Corp.,Canada,CA,0,395482,ARIN
22,0,0,57388,Morad Communications Ltd.,Canada,CA,0,19286,ARIN
22,0,0,57388,Whistler Blackcomb Holdings Inc.,Canada,CA,0,40854,ARIN
22,0,0,57388,Cover-All Computer Services Corp.,Canada,CA,0,40337,ARIN
22,0,0,57388,Clarke Broadcasting Corporation,United States,US,0,397813,ARIN
22,0,0,57388,Linfield University,United States,US,0,17218,ARIN
22,0,0,57388,Community Mental Health Authority of Clinton-Eaton-Ingham Counties,United States,US,0,396912,ARIN
22,0,0,57388,3form Inc.,United States,US,0,13799,ARIN
22,0,0,57388,DISKOMINFO KABUPATEN PATI,Indonesia,ID,0,137318,APNIC
22,0,0,57388,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN DEMAK,Indonesia,ID,0,140425,APNIC
22,0,0,57388,Dinas Komunikasi dan Informatika Kabupaten Pinrang,Indonesia,ID,0,137339,APNIC
22,0,0,57388,UNTAR - YAYASAN TARUMANAGARA,Indonesia,ID,0,135487,APNIC
22,0,0,57388,SHINHAN INDO FINANCE,Indonesia,ID,0,134661,APNIC
22,0,0,57388,Dinas Komunikasi dan Informatika Pemerintah Kabupaten Cilacap,Indonesia,ID,0,139992,APNIC
22,0,0,57388,Kantor Dispenda Kota Batam,Indonesia,ID,0,136849,APNIC
22,22,0,57388,Institut Agama Islam Negeri Metro,Indonesia,ID,1,141052,APNIC
22,0,0,57388,Universitas Hasanuddin,Indonesia,ID,0,134614,APNIC
22,0,0,57388,Badan Pengelola Keuangan dan Aset Daerah Kota Batu,Indonesia,ID,0,134660,APNIC
22,0,0,57388,IAIN Imam Bonjol Padang,Indonesia,ID,0,136104,APNIC
22,0,0,57388,Diskominfo DKI Jakarta,Indonesia,ID,0,134659,APNIC
22,22,0,57388,Kementerian Koperasi dan Usaha Kecil dan Menengah RI,Indonesia,ID,1,135456,APNIC
22,22,0,57388,Kementerian Ketenagakerjaan RI,Indonesia,ID,1,136087,APNIC
22,0,0,57388,Departemen Perindustrian Republik Indonesia,Indonesia,ID,0,46018,APNIC
22,0,0,57388,Bupa Health Insurance (Thailand) Public Company Limited,Thailand,TH,0,137422,APNIC
22,0,0,57388,"Thailand Post Co,.Ltd.",Thailand,TH,0,133581,APNIC
22,0,0,57388,Dhonburi Rajabhat University,Thailand,TH,0,137394,APNIC
22,0,0,57388,"Sanuk Systems (Thailand) Co., Ltd",Thailand,TH,0,138616,APNIC
22,0,0,57388,PT Condifa Digitech Solusindo,Indonesia,ID,0,141890,APNIC
22,0,0,57388,PT Sinde Budi Sentosa,Indonesia,ID,0,141050,APNIC
22,0,0,57388,Institut Seni Indonesia Surakarta,Indonesia,ID,0,136866,APNIC
22,0,0,57388,Universitas Malikussaleh,Indonesia,ID,0,137299,APNIC
22,0,0,57388,UNIVERSITAS MUHAMMADIYAH SEMARANG,Indonesia,ID,0,136833,APNIC
22,21,0,57388,PT Pelabuhan Indonesia II,Indonesia,ID,0.95,131761,APNIC
22,0,0,57388,Universitas Negeri Medan,Indonesia,ID,0,58824,APNIC
22,0,0,57388,PT Samudera Indonesia Tbk.,Indonesia,ID,0,131697,APNIC
22,0,0,57388,Institut Teknologi Nasional,Indonesia,ID,0,136871,APNIC
22,0,0,57388,Universitas Muhammadiyah Surakarta,Indonesia,ID,0,59275,APNIC
22,0,0,57388,PT Mulkan Sarana Solusi,Indonesia,ID,0,141062,APNIC
22,0,0,57388,PT BOMM AKSES TEKNOLOGI,Indonesia,ID,0,139380,APNIC
22,0,0,57388,Universitas Bina Darma Palembang,Indonesia,ID,0,136828,APNIC
22,20,0,57388,"United Information Highway Co.,Ltd.",Thailand,TH,0.91,55927,APNIC
22,0,0,57388,Yayasan Lembaga Pengembangan Perbankan Indonesia,Indonesia,ID,0,141638,APNIC
22,21,0,57388,Universitas Muhammadiyah Sidoarjo,Indonesia,ID,0.95,138878,APNIC
22,0,0,57388,RSUP DR KARIADI,Indonesia,ID,0,140006,APNIC
22,0,0,57388,Universitas STIKUBANK,Indonesia,ID,0,59138,APNIC
22,0,0,57388,UIN Sunan Ampel - Surabaya,Indonesia,ID,0,63505,APNIC
22,22,0,57388,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN TABANAN,Indonesia,ID,1,139996,APNIC
22,0,0,57388,PT Viriya Surya Abadi,Indonesia,ID,0,141600,APNIC
22,0,0,57388,Politeknik Pertanian Negeri Payakumbuh,Indonesia,ID,0,136822,APNIC
22,0,0,57388,PT Perkebunan Nusantara IV (PTPN IV),Indonesia,ID,0,140427,APNIC
22,0,0,57388,PT Jaringan Keluarga Bersama,Indonesia,ID,0,141921,APNIC
22,22,0,57388,PT Kaf Media Nusantara,Indonesia,ID,1,142322,APNIC
22,0,0,57388,St. Charles Community College,United States,US,0,398926,ARIN
22,0,0,57388,NTT (Thailand) Limited,Thailand,TH,0,134817,APNIC
22,0,0,57388,Ministry of Culture,Thailand,TH,0,138906,APNIC
22,0,0,57388,EET GROUP A/S,Denmark,DK,0,48726,RIPE NCC
22,0,0,57388,VESTAS WIND SYSTEMS A/S,Denmark,DK,0,58111,RIPE NCC
22,0,0,57388,Support-IT Network ApS,Denmark,DK,0,50346,RIPE NCC
22,0,0,57388,Blue Water IT A/S,Denmark,DK,0,48805,RIPE NCC
22,0,0,57388,Gribskov Kommune,Denmark,DK,0,35789,RIPE NCC
22,0,0,57388,LONE STAR ISP,United States,US,0,14727,ARIN
22,0,0,57388,"FMA Alliance, Ltd.",United States,US,0,393576,ARIN
22,0,0,57388,Washington Post,United States,US,0,13827,ARIN
22,0,0,57388,New Bridge Medical Center,United States,US,0,397176,ARIN
22,0,0,57388,McLennan Community College,United States,US,0,398845,ARIN
22,0,0,57388,"American Axle and Manufacturing, Inc.",United States,US,0,46319,ARIN
22,0,0,57388,AutoTec LLC,United States,US,0,21950,ARIN
22,0,0,57388,State of New Jersey Judiciary,United States,US,0,397480,ARIN
22,0,0,57388,Beaumont ISD,United States,US,0,395112,ARIN
22,0,0,57388,Fairfax Water,United States,US,0,54451,ARIN
22,0,0,57388,"Wireless Telecom Group, Inc.",United States,US,0,36848,ARIN
22,0,0,57388,Sansum Santa Barbara Medical Foundation Clinic,United States,US,0,55092,ARIN
22,22,0,57388,Guthrie Healthcare System,United States,US,1,46236,ARIN
22,0,0,57388,Electronic Arts Inc.,United States,US,0,133902,ARIN
22,0,0,57388,Dallas Baptist University,United States,US,0,21569,ARIN
22,0,0,57388,"Microport Orthopedics, Inc.",United States,US,0,31787,ARIN
22,22,0,57388,Flagler College,United States,US,1,26475,ARIN
22,0,0,57388,Banco Nacional de Costa Rica (BNCR),Costa Rica,CR,0,52463,LACNIC
22,0,0,57388,Office of Info.Tech. Admin. for Educational Development,Thailand,TH,0,138547,APNIC
22,0,0,57388,Office of Info.Tech. Admin. for Educational Development,Thailand,TH,0,131257,APNIC
22,0,0,57388,Pasco-Hernando State College,United States,US,0,54261,ARIN
22,22,0,57388,Clarke University,United States,US,1,398484,ARIN
22,0,0,57388,Total Quality Logistics,United States,US,0,23223,ARIN
22,22,0,57388,Concord-Carlisle Regional School District,United States,US,1,13801,ARIN
22,0,0,57388,"Beacon Hill Staffing Group, LLC",United States,US,0,25763,ARIN
22,0,0,57388,Upper Arlington City School District,United States,US,0,19537,ARIN
22,0,0,57388,"Phoenix Contact Services, Inc.",United States,US,0,19770,ARIN
22,0,0,57388,Office of Info.Tech. Admin. for Educational Development,Thailand,TH,0,136624,APNIC
22,0,0,57388,"ARCHITECTURAL NEXUS, INC",United States,US,0,397612,ARIN
22,0,0,57388,Grandview Heights Schools,United States,US,0,398312,ARIN
22,0,0,57388,Harris County Department of Education Public Facil,United States,US,0,397371,ARIN
22,0,0,57388,"SyncWave, LLC",United States,US,0,46502,ARIN
22,0,0,57388,Cleburne Independent School District,United States,US,0,398552,ARIN
22,0,0,57388,"LMG, Inc",United States,US,0,32847,ARIN
22,0,0,57388,STP Nuclear Operating Company,United States,US,0,394460,ARIN
22,0,0,57388,Firelands Regional Medical Center,United States,US,0,55266,ARIN
22,0,0,57388,Henry Ford College,United States,US,0,32285,ARIN
22,21,0,57388,Ax-S-Anywhere,United States,US,0.95,398390,ARIN
22,0,0,57388,"Sheppard, Mullin, Richter & Hampton",United States,US,0,40506,ARIN
22,0,0,57388,IAIN Langsa,Indonesia,ID,0,138122,APNIC
22,0,0,57388,"Koch Industries, Inc.",United States,US,0,399251,ARIN
22,0,0,57388,"BLAIN SUPPLY, INC",United States,US,0,19336,ARIN
22,0,0,57388,Albuquerque Bernalillo County Water Utility Authority,United States,US,0,19150,ARIN
22,0,0,57388,Identity Group Holdings LLC,United States,US,0,395879,ARIN
22,0,0,57388,4imprint,United States,US,0,15300,ARIN
22,0,0,57388,Troy Corporation,United States,US,0,10919,ARIN
22,0,0,57388,"GRM Information Management Services, LLC",United States,US,0,54678,ARIN
22,0,0,57388,Laitram L.L.C.,United States,US,0,40040,ARIN
22,0,0,57388,New Caney ISD,United States,US,0,399620,ARIN
22,0,0,57388,"Knobbe, Martens, Olson & Bear, LLP.",United States,US,0,26780,ARIN
22,0,0,57388,MidwayUSA,United States,US,0,395311,ARIN
22,0,0,57388,Petco,United States,US,0,397333,ARIN
22,0,0,57388,Collier County Clerk of the Circuit Court,United States,US,0,25628,ARIN
22,0,0,57388,Telecommunication Systems Inc.,United States,US,0,394318,ARIN
22,0,0,57388,"City of Vallejo, A municipal corporation",United States,US,0,32579,ARIN
22,0,0,57388,Town of Andover MA,United States,US,0,397452,ARIN
22,0,0,57388,Turkiye Vakiflar Bankasi T.A.O.,United States,US,0,394980,ARIN
22,0,0,57388,Monmouth County,United States,US,0,26031,ARIN
22,0,0,57388,Ave Maria University,United States,US,0,26013,ARIN
22,0,0,57388,City of Huntington Beach,United States,US,0,393281,ARIN
22,0,0,57388,UGI Utilities Inc.,United States,US,0,36517,ARIN
22,0,0,57388,Arkansas Colleges of Health Education,United States,US,0,394683,ARIN
22,0,0,57388,Skagit Regional Health,United States,US,0,53467,ARIN
22,0,0,57388,Techloq Limited,United States,US,0,397263,ARIN
22,0,0,57388,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE (TGEN),United States,US,0,53372,ARIN
22,0,0,57388,Smith Drug Company,United States,US,0,19593,ARIN
22,0,0,57388,Town of Oro Valley,United States,US,0,397495,ARIN
22,0,0,57388,Holy Family University,United States,US,0,46363,ARIN
22,0,0,57388,"On Deck Capital, Inc.",United States,US,0,395806,ARIN
22,20,0,57388,"Cityless Internet Services, LLC",United States,US,0.91,395308,ARIN
22,0,0,57388,University of the Cumberlands,United States,US,0,54689,ARIN
22,0,0,57388,Banco Azteca Peru,Peru,PE,0,28102,LACNIC
22,0,0,57388,"CB&S Bank, Inc.",United States,US,0,32486,ARIN
22,0,0,57388,Southwest Dispatch Center,United States,US,0,29755,ARIN
22,0,0,57388,Scarsdale Schools District,United States,US,0,30562,ARIN
22,22,0,57388,Anderson University,United States,US,1,62652,ARIN
22,0,0,57388,"RedGear, LLC",United States,US,0,26391,ARIN
22,0,0,57388,BJS WHOLESALE CLUB,United States,US,0,394955,ARIN
22,0,0,57388,TROUTMAN SANDERS,United States,US,0,32166,ARIN
22,0,0,57388,DESERT RADIOLOGISTS,United States,US,0,395751,ARIN
22,0,0,57388,"United Central Control, Inc.",United States,US,0,32822,ARIN
22,0,0,57388,First Financial Bank NA,United States,US,0,20203,ARIN
22,0,0,57388,Next Horizon,United States,US,0,53938,ARIN
22,0,0,57388,Panola College,United States,US,0,398162,ARIN
22,0,0,57388,TransRe,United States,US,0,399322,ARIN
22,22,0,57388,Taos,United States,US,1,54881,ARIN
22,0,0,57388,AXCELIS TECHNOLOGIES,United States,US,0,62526,ARIN
22,0,0,57388,"""IT wireless NET"" Pawel Kuzniewski",Poland,PL,0,210265,RIPE NCC
22,0,0,57388,URZAD MARSZALKOWSKI WOJEWODZTWA WIELKOPOLSKIEGO,Poland,PL,0,196887,RIPE NCC
22,0,0,57388,Ministerstwo Spraw Wewnetrznych,Poland,PL,0,50355,RIPE NCC
22,0,0,57388,Miejskie Przedsiebiorstwo Komunikacyjne SA w Krakowie,Poland,PL,0,197527,RIPE NCC
22,0,0,57388,Szkola Wyzsza Psychologii Spolecznej,Poland,PL,0,25075,RIPE NCC
22,22,0,57388,LUX MED Sp. z o.o.,Poland,PL,1,197321,RIPE NCC
22,0,0,57388,GMINA WROCLAW,Poland,PL,0,39171,RIPE NCC
22,0,0,57388,"Lukasz Drab ""LUK-NET""",Poland,PL,0,209276,RIPE NCC
22,0,0,57388,Scancom Vietnam Ltd,Vietnam,VN,0,45556,APNIC
22,0,0,57388,AIA Life Insurance Company limited,Vietnam,VN,0,56144,APNIC
22,0,0,57388,News-Press & Gazette Company,United States,US,0,19866,ARIN
22,0,0,57388,Town of Hempstead,United States,US,0,396131,ARIN
22,0,0,57388,Kwik Trip Inc.,United States,US,0,27360,ARIN
22,0,0,57388,WakeMed,United States,US,0,53317,ARIN
22,0,0,57388,"Gilead Sciences, Inc.",United States,US,0,133900,ARIN
22,0,0,57388,MidMichigan Health,United States,US,0,46119,ARIN
22,0,0,57388,NET-KOMP Krystian Kania,Poland,PL,0,197701,RIPE NCC
22,22,0,57388,KACZMARSKI-INKASSO-Malgorzata-Kaczmarski,Poland,PL,1,24985,RIPE NCC
22,0,0,57388,LPP S. A.,Poland,PL,0,39261,RIPE NCC
22,0,0,57388,Siemens Digital Logistics Sp. z o.o.,Poland,PL,0,31310,RIPE NCC
22,0,0,57388,BANK POLSKA KASA OPIEKI S.A.,Poland,PL,0,24879,RIPE NCC
22,0,0,57388,Centrum Medyczne Ksztalcenia Podyplomowego,Poland,PL,0,213088,RIPE NCC
22,0,0,57388,Polska Agencja Zeglugi Powietrznej,Poland,PL,0,197111,RIPE NCC
22,0,0,57388,CD PROJEKT S.A.,Poland,PL,0,42778,RIPE NCC
22,0,0,57388,Tomasz Gruca,Poland,PL,0,49151,RIPE NCC
22,0,0,57388,TAURON Obsluga Klienta Sp. z o.o.,Poland,PL,0,211528,RIPE NCC
22,0,0,57388,Elektrownia Kozienice S.A,Poland,PL,0,39794,RIPE NCC
22,0,0,57388,Torunski Zaklady Materialow Opatrunkowych S.A.,Poland,PL,0,39085,RIPE NCC
22,0,0,57388,GMINA MIASTA GDANSKA URZAD MIEJSKI W GDANSKU,Poland,PL,0,198613,RIPE NCC
22,0,0,57388,PKO Leasing SA,Poland,PL,0,206019,RIPE NCC
22,22,0,57388,Centrum Informatyki Statystycznej,Poland,PL,1,48534,RIPE NCC
22,0,0,57388,AmRest Sp. z o.o.,Poland,PL,0,47401,RIPE NCC
22,0,0,57388,Krajowy Depozyt Papierow Wartosciowych,Poland,PL,0,29223,RIPE NCC
22,0,0,57388,"Unifi, Inc",United States,US,0,16707,ARIN
22,0,0,57388,MCX Serwis Sp.z o.o sp.k.,Poland,PL,0,34045,RIPE NCC
22,0,0,57388,Orbis S.A.,Poland,PL,0,33826,RIPE NCC
22,0,0,57388,Comp S.A.,Poland,PL,0,43762,RIPE NCC
22,0,0,57388,Dom Maklerski Banku Ochrony Srodowiska SA,Poland,PL,0,197457,RIPE NCC
22,0,0,57388,NEUCA S.A.,Poland,PL,0,203613,RIPE NCC
22,0,0,57388,Gallup Arteria Management Sp. z o.o. Sp. k.,Poland,PL,0,199615,RIPE NCC
22,0,0,57388,SETO Sp. z.o.o,Poland,PL,0,209409,RIPE NCC
22,0,0,57388,Telewizja Puls Sp. z o.o.,Poland,PL,0,62457,RIPE NCC
22,0,0,57388,FHU GUMIS Michal Gluminski,Poland,PL,0,210075,RIPE NCC
22,0,0,57388,JSW IT SYSTEMS sp. z o.o.,Poland,PL,0,200974,RIPE NCC
22,0,0,57388,GRUPA AZOTY S.A,Poland,PL,0,57170,RIPE NCC
22,0,0,57388,"BIVF Management Services, LLC",United States,US,0,399271,ARIN
22,0,0,57388,City of Yakima,United States,US,0,47101,ARIN
22,0,0,57388,Texarkana College,United States,US,0,395770,ARIN
22,0,0,57388,School Board of Gadsden County,United States,US,0,54248,ARIN
22,0,0,57388,LendingClub Corporation,United States,US,0,63233,ARIN
22,0,0,57388,Texas Life Insurance Company,United States,US,0,22028,ARIN
22,22,0,57388,The New Mexico Military Institute,United States,US,1,63204,ARIN
22,22,0,57388,"WiValley, Inc.",United States,US,1,63020,ARIN
22,0,0,57388,Rochester Public Schools,United States,US,0,27517,ARIN
22,0,0,57388,Comnet Bulgaria Holding Ltd.,Bulgaria,BG,0,57840,RIPE NCC
22,0,0,57388,LUKOIL TECHNOLOGY SERVICES BULGARIA LTD,Bulgaria,BG,0,61066,RIPE NCC
22,0,0,57388,Bulgarian National Bank,Bulgaria,BG,0,44201,RIPE NCC
22,0,0,57388,Uniqa Insurance PLC,Bulgaria,BG,0,48458,RIPE NCC
22,22,0,57388,Raiffeisenbank Bulgaria EAD,Bulgaria,BG,1,44396,RIPE NCC
22,0,0,57388,Biovet JSC,Bulgaria,BG,0,197236,RIPE NCC
22,0,0,57388,TAXBACK LTD,Bulgaria,BG,0,25407,RIPE NCC
22,0,0,57388,Cash Services Company,Bulgaria,BG,0,57813,RIPE NCC
22,0,0,57388,RTL BELGIUM S.A.,Bulgaria,BG,0,51462,RIPE NCC
22,0,0,57388,Focus Nunti Ltd.,Bulgaria,BG,0,34653,RIPE NCC
22,0,0,57388,Ministry of Regional Development and Public Works,Bulgaria,BG,0,206645,RIPE NCC
22,21,0,57388,Balkan News Corporation EAD,Bulgaria,BG,0.95,31522,RIPE NCC
22,0,0,57388,Ansisoft Ltd,Bulgaria,BG,0,200009,RIPE NCC
22,0,0,57388,Greater Orlando Aviation Authority,United States,US,0,398136,ARIN
22,0,0,57388,City of Iowa City,United States,US,0,393308,ARIN
22,0,0,57388,PE Oleynik Dmitro Oleksandrovich,Czechia,CZ,0,59826,RIPE NCC
22,0,0,57388,"City of Greenville, NC",United States,US,0,394165,ARIN
22,0,0,57388,CEFCU,United States,US,0,22289,ARIN
22,0,0,57388,Endless Mountains Health Systems,United States,US,0,21707,ARIN
22,0,0,57388,Burton Snowboards,United States,US,0,62944,ARIN
22,0,0,57388,City of Bellevue IT Dept,United States,US,0,30577,ARIN
22,0,0,57388,,Japan,JP,0,55909,APNIC
22,0,0,57388,VMWare Incorporation,Japan,JP,0,135304,APNIC
22,0,0,57388,"EY Business Initiative Co., Ltd",Japan,JP,0,134827,APNIC
22,0,0,57388,,Japan,JP,0,59115,APNIC
22,0,0,57388,"Qorvo US, Inc",United States,US,0,395694,ARIN
22,0,0,57388,Euroccor JSC,Bulgaria,BG,0,198765,RIPE NCC
22,0,0,57388,"Asana, Inc.",United States,US,0,398399,ARIN
22,0,0,57388,Littleton Regional Hospital,United States,US,0,46820,ARIN
22,0,0,57388,National Collegiate Athletic Association (NCAA),United States,US,0,394747,ARIN
22,0,0,57388,Dougherty County School System,United States,US,0,16855,ARIN
22,0,0,57388,Lake Sumter State College,United States,US,0,31999,ARIN
22,0,0,57388,"State College of Florida, Manatee-Sarasota",United States,US,0,13406,ARIN
22,0,0,57388,TEGNA Inc.,United States,US,0,62498,ARIN
22,0,0,57388,American Seafoods Company LLC,United States,US,0,63244,ARIN
22,0,0,57388,OG Soft s.r.o.,Czechia,CZ,0,56717,RIPE NCC
22,0,0,57388,"UNIPETROL RPA, s.r.o.",Czechia,CZ,0,197875,RIPE NCC
22,0,0,57388,Shawano School District,United States,US,0,395514,ARIN
22,0,0,57388,Midwest Tape,United States,US,0,53749,ARIN
22,0,0,57388,StorPool Storage AD,Bulgaria,BG,0,49681,RIPE NCC
22,0,0,57388,"Bulgarian Industrial Association, Union of Bulgarian business",Bulgaria,BG,0,202043,RIPE NCC
22,0,0,57388,"Excel Industries, Inc.",United States,US,0,62953,ARIN
22,0,0,57388,Area Financial Services Inc.,United States,US,0,18993,ARIN
22,0,0,57388,Airport International Group,Jordan,JO,0,207332,RIPE NCC
22,0,0,57388,Riverdale Country School,United States,US,0,31821,ARIN
22,0,0,57388,Dordt University,United States,US,0,398119,ARIN
22,0,0,57388,"WOMBLE CARLYLE SANDRIDGE & RICE, LLP",United States,US,0,33630,ARIN
22,0,0,57388,Edison State College,United States,US,0,26906,ARIN
22,0,0,57388,Ninth Judicial Circuit Court of Florida,United States,US,0,397276,ARIN
22,0,0,57388,"GRAHAM MEDIA GROUP, HOUSTON, INC.",United States,US,0,396849,ARIN
22,0,0,57388,FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,United States,US,0,54345,ARIN
22,0,0,57388,"MIO Partners, Inc.",United States,US,0,62784,ARIN
22,0,0,57388,"""STRATERA"" LTD",Ukraine,UA,0,5530,RIPE NCC
22,0,0,57388,"City of Springfield, Massachusetts",United States,US,0,33435,ARIN
22,0,0,57388,"Sterling Bank & Trust, FSB",United States,US,0,396958,ARIN
22,22,0,57388,Cherokee County School District,United States,US,1,397498,ARIN
22,0,0,57388,City of Lansing,United States,US,0,395614,ARIN
22,0,0,57388,Associa,United States,US,0,54731,ARIN
22,0,0,57388,National Gypsum Company,United States,US,0,15281,ARIN
22,0,0,57388,Hampton Roads Sanitation District,United States,US,0,19405,ARIN
22,0,0,57388,ART-BUILD-UP,Bulgaria,BG,0,210299,RIPE NCC
22,0,0,57388,Ballistic Cell LTD.,Bulgaria,BG,0,209524,RIPE NCC
22,0,0,57388,Management Business Machine Ltd.,Bulgaria,BG,0,56539,RIPE NCC
22,0,0,57388,S Group Bulgaria Jsc,Bulgaria,BG,0,51383,RIPE NCC
22,0,0,57388,Nova Televizia-First Private Channel AD,Bulgaria,BG,0,42625,RIPE NCC
22,0,0,57388,FADATA EOOD,Bulgaria,BG,0,198940,RIPE NCC
22,0,0,57388,eMerchantPay Ltd,Bulgaria,BG,0,42805,RIPE NCC
22,0,0,57388,Sanevian,Bulgaria,BG,0,204469,RIPE NCC
22,0,0,57388,ROAD INFRASTRUCTURE AGENCY,Bulgaria,BG,0,203484,RIPE NCC
22,0,0,57388,Proxiad Bulgaria EAD,Bulgaria,BG,0,198003,RIPE NCC
22,0,0,57388,Top Net BG LTD,Bulgaria,BG,0,207772,RIPE NCC
22,0,0,57388,GEC BG Ltd.,Bulgaria,BG,0,207371,RIPE NCC
22,0,0,57388,Zastrahovatelna Kompania Lev Ins AD,Bulgaria,BG,0,198388,RIPE NCC
22,0,0,57388,"PEB ""Texim"" JSC",Bulgaria,BG,0,198202,RIPE NCC
22,0,0,57388,Prokuratura-Republika-Bulgaria,Bulgaria,BG,0,57538,RIPE NCC
22,0,0,57388,Generali Insurance AD,Bulgaria,BG,0,43651,RIPE NCC
22,0,0,57388,Ministry of Interior of Republic of Bulgaria,Bulgaria,BG,0,49950,RIPE NCC
22,0,0,57388,Technical Solution Ltd,Bulgaria,BG,0,44564,RIPE NCC
22,0,0,57388,Nemetschek OOD,Bulgaria,BG,0,60578,RIPE NCC
22,21,0,57388,Insurance JSC Armeec,Bulgaria,BG,0.95,56856,RIPE NCC
22,22,0,57388,Optix JSC,Bulgaria,BG,1,57765,RIPE NCC
22,0,0,57388,SOPHARMA JSCo,Bulgaria,BG,0,43063,RIPE NCC
22,0,0,57388,WALLTOPIA AD,Bulgaria,BG,0,209736,RIPE NCC
22,0,0,57388,Ministry of Foreign Affairs,Bulgaria,BG,0,50866,RIPE NCC
22,0,0,57388,Parahodstvo Balgarski Morski Flot AD,Bulgaria,BG,0,61301,RIPE NCC
22,0,0,57388,PT.KALBE FARMA Tbk,Indonesia,ID,0,131721,APNIC
22,22,0,57388,POLITANI Pangkep,Indonesia,ID,1,136834,APNIC
22,0,0,57388,Universitas Muhammadiyah Kalimantan Timur,Indonesia,ID,0,137297,APNIC
22,3,0,57388,Asian University for Women,Bangladesh,BD,0.14,136911,APNIC
22,0,0,57388,U-Turn Internet Communication,Bangladesh,BD,0,141418,APNIC
22,0,0,57388,Universidad de Adolfo Ibañez,Chile,CL,0,28116,LACNIC
22,0,0,57388,Administradora BANCHILE de Fondos Mutuos,Chile,CL,0,27853,LACNIC
22,0,0,57388,Central de Restaurantes Aramark Ltda.,Chile,CL,0,262224,LACNIC
22,0,0,57388,LATAM AIRLINES GROUP S.A.,Chile,CL,0,271894,LACNIC
22,0,0,57388,Consorcio seguros Vida,Chile,CL,0,21753,LACNIC
22,0,0,57388,TELECOMUNICACIONES WIFIRED LIMITADA,Chile,CL,0,267745,LACNIC
22,0,0,57388,"NABA COM, S.A. DE C.V.",El Salvador,SV,0,267709,LACNIC
22,21,0,57388,JP Sluzbeni Glasnik,Serbia,RS,0.95,59609,RIPE NCC
22,0,0,57388,Ministarstvo Finansija - Uprava Carina Republike Srbije,Serbia,RS,0,204753,RIPE NCC
22,0,0,57388,UMKA d.o.o,Serbia,RS,0,12823,RIPE NCC
22,0,0,57388,D.O.O. Redcat,Montenegro,ME,0,60861,RIPE NCC
22,7,0,57388,Airports Fiji Limited,Fiji,FJ,0.32,135647,APNIC
22,0,0,57388,Ernst & Young Advisory Sdn Bhd,Malaysia,MY,0,136536,APNIC
22,0,0,57388,VSTECS BERHAD,Malaysia,MY,0,132033,APNIC
22,0,0,57388,Dhaka Electric Supply Company Limited (DESCO),Bangladesh,BD,0,59361,APNIC
22,0,0,57388,Star Particle Board Mills Limited,Bangladesh,BD,0,135090,APNIC
22,0,0,57388,Perfetti Van Melle Bangladesh Private Limited,Bangladesh,BD,0,135584,APNIC
22,0,0,57388,St. John's Cooperative Credit Union Ltd,Antigua and Barbuda,AG,0,399478,ARIN
22,0,0,57388,Access Communications Ltd,Malawi,MW,0,37713,AFRINIC
22,0,0,57388,COMPUTER AUTOMATION LTD,Malawi,MW,0,328768,AFRINIC
22,22,0,57388,"Gardamor, Lda",East Timor,TL,1,136920,APNIC
22,0,0,57388,DESTEFANI JOSE LUIS,Argentina,AR,0,269995,LACNIC
22,0,0,57388,BANCO PATAGONIA S.A,Argentina,AR,0,265859,LACNIC
22,0,0,57388,LEIRIA HUGO LEANDRO (GEO FIBER),Argentina,AR,0,271922,LACNIC
22,0,0,57388,VELAZQUEZ HERNANDEZ RAFAEL (JETCOM ISP),Argentina,AR,0,267732,LACNIC
22,0,0,57388,SIDERAR S.A.I.C.,Argentina,AR,0,52415,LACNIC
22,22,0,57388,Jagannath University,Bangladesh,BD,1,138550,APNIC
22,0,0,57388,Sunlit Network,Bangladesh,BD,0,134480,APNIC
22,0,0,57388,Perfetti Van Melle Bangladesh Private Limited,Bangladesh,BD,0,139599,APNIC
22,0,0,57388,Cefalo Bangladesh Ltd,Bangladesh,BD,0,139668,APNIC
22,0,0,57388,Bangladesh Roads and Highways Department,Bangladesh,BD,0,137540,APNIC
22,0,0,57388,Tree Top Health Pvt. Ltd.,Maldives,MV,0,137056,APNIC
22,0,0,57388,NSHOST SRL,Romania,RO,0,211857,RIPE NCC
22,0,0,57388,Libra Internet Bank S.A.,Romania,RO,0,34794,RIPE NCC
22,0,0,57388,Luxten Lighting Company SA,Romania,RO,0,41131,RIPE NCC
22,0,0,57388,Conex Distribution SA,Romania,RO,0,60089,RIPE NCC
